outcome,month,mmwr_week,age_group,vaccine_product,boosted_with_outcome,boosted_population,primary_series_only_with_outcome,primary_series_only_population,unvaccinated_with_outcome,unvaccinated_population,crude_booster_ir,crude_primary_series_only_ir,crude_unvax_ir,crude_booster_irr,crude_irr,age_adj_booster_ir,age_adj_vax_ir,age_adj_unvax_ir,age_adj_booster_irr,age_adj_irr,continuity_correction
case,SEP 2021,202138,18-49,all_types,111,285893,41070,45089570,137013,29637000,38.82571452,91.08536631,462.3038769,11.90715696,5.0755011,,,,,,0
case,SEP 2021,202138,50-64,all_types,123,366835,21505,25722971,37092,8209707,33.5300612,83.60231794,451.8066235,13.47467339,5.404235608,,,,,,0
case,SEP 2021,202138,65+,all_types,220,842552,20403,24729783,19615,4143926.2,26.11114804,82.50375671,473.3433718,18.12801839,5.737234166,,,,,,1
case,SEP 2021,202138,all_ages,all_types,454,1495280,82978,95542324,193720,41990633.2,30.36220641,86.84946789,461.3409831,15.19458029,5.311960963,35.59090963,88.11233456,462.0627054,12.98260455,5.24401842,1
case,SEP 2021,202138,all_ages,Janssen,11,25805,8066,8186230,193720,41990633.2,42.62739779,98.53131417,461.3409831,10.82264006,4.68217629,47.51498794,97.71914414,462.0627054,9.724567457,4.728476794,1
case,SEP 2021,202138,all_ages,Moderna,168,666269,26656,37691341,193720,41990633.2,25.21504077,70.7218138,461.3409831,18.29626163,6.523319444,34.0016006,72.98037361,462.0627054,13.58943983,6.331328309,1
case,SEP 2021,202138,all_ages,Pfizer,275,799101,48129,49600329,193720,41990633.2,34.41367236,97.03363056,461.3409831,13.40574694,4.754444211,36.91880296,97.30411,462.0627054,12.515647,4.748645308,1
case,SEP 2021,202139,18-49,all_types,125,350400,39637,45879072,118273,29069487,35.67351598,86.39451121,406.8630451,11.40518488,4.709362197,,,,,,0
case,SEP 2021,202139,50-64,all_types,139,444122,20853,25902274,33184,8051140,31.29770649,80.50644511,412.1652337,13.16918331,5.119655118,,,,,,0
case,SEP 2021,202139,65+,all_types,247,1048130,19557,24627073,17911,4013920.2,23.56577905,79.41260417,446.2221247,18.93517391,5.619034023,,,,,,1
case,SEP 2021,202139,all_ages,all_types,511,1842652,80047,96408419,169368,41134547.2,27.73176921,83.02905579,411.741496,14.84728554,4.959004917,32.72787798,84.01610427,414.6358751,12.66919522,4.935195207,1
case,SEP 2021,202139,all_ages,Janssen,11,29488,7628,8252260,169368,41134547.2,37.30330982,92.4352844,411.741496,11.03766658,4.454375823,37.10912208,91.92935244,414.6358751,11.17342184,4.510375241,1
case,SEP 2021,202139,all_ages,Moderna,186,785063,25963,37993369,169368,41134547.2,23.69236609,68.33560877,411.741496,17.37865667,6.02528467,27.68436398,70.14917044,414.6358751,14.97725848,5.910773749,1
case,SEP 2021,202139,all_ages,Pfizer,313,1023228,46379,50098498,169368,41134547.2,30.58946784,92.57562971,411.741496,13.4602373,4.447622957,35.3733028,92.59310151,414.6358751,11.72171786,4.478042839,1
case,OCT 2021,202140,18-49,all_types,168,424004,38114,46588936,105244,28574832,39.62226771,81.80912309,368.3101269,9.295533753,4.502066676,,,,,,0
case,OCT 2021,202140,50-64,all_types,142,531623,19998,26046871,30369,7912384,26.71065774,76.7769764,383.8160534,14.36939731,4.999103526,,,,,,0
case,OCT 2021,202140,65+,all_types,292,1345580,18876,24425475,16533,3913440.8,21.70067926,77.27997101,422.4671036,19.46792073,5.466708878,,,,,,1
case,OCT 2021,202140,all_ages,all_types,602,2301207,76988,97061282,152146,40400656.8,26.16018463,79.31896057,376.5928875,14.39565098,4.747829331,33.96216246,80.02126969,380.6641051,11.20847666,4.757036556,1
case,OCT 2021,202140,all_ages,Janssen,15,32725,7484,8314292,152146,40400656.8,45.83651643,90.01367765,376.5928875,8.216001495,4.183729599,42.20414931,89.92519104,380.6641051,9.019589576,4.233119783,1
case,OCT 2021,202140,all_ages,Moderna,214,902652,25356,38211744,152146,40400656.8,23.70791845,66.35656305,376.5928875,15.88468799,5.675292242,35.41263148,67.87515432,380.6641051,10.7493877,5.608298191,1
case,OCT 2021,202140,all_ages,Pfizer,371,1360245,44022,50471071,152146,40400656.8,27.27449834,87.22224262,376.5928875,13.80750922,4.317624452,32.78467172,87.03855745,380.6641051,11.6110391,4.373511192,1
case,OCT 2021,202141,18-49,all_types,173,665618,34880,46987944,90171,28141385,25.99088366,74.23180721,320.4213297,12.32821992,4.316496415,,,,,,0
case,OCT 2021,202141,50-64,all_types,168,773738,18439,25994346,26512,7789231,21.71277616,70.93465633,340.367361,15.67590245,4.79832255,,,,,,0
case,OCT 2021,202141,65+,all_types,415,2406136,16801,23473618,14826,3829304.8,17.24757038,71.5739687,387.172105,22.44792145,5.409398305,,,,,,1
case,OCT 2021,202141,all_ages,all_types,756,3845492,70120,96455908,131509,39759920.8,19.65938299,72.6964283,330.7577011,16.82441923,4.54984803,23.63783845,73.11311329,335.8166967,14.20674304,4.593111709,1
case,OCT 2021,202141,all_ages,Janssen,7,35980,6918,8371182,131509,39759920.8,19.45525292,82.64065935,330.7577011,17.00094584,4.002360384,20.67927814,82.28114292,335.8166967,16.23928526,4.081332427,1
case,OCT 2021,202141,all_ages,Moderna,193,1001794,23765,38380097,131509,39759920.8,19.26543781,61.92011448,330.7577011,17.16844976,5.341684263,22.59031182,62.95226722,335.8166967,14.86551843,5.334465485,1
case,OCT 2021,202141,all_ages,Pfizer,554,2800168,39341,49641867,131509,39759920.8,19.78452721,79.24963821,330.7577011,16.71799874,4.173617805,24.12610256,79.09274147,335.8166967,13.91922694,4.245859866,1
case,OCT 2021,202142,18-49,all_types,207,995862,33735,47229698,82893,27745993,20.78601252,71.4275158,298.7566529,14.37296608,4.182654955,,,,,,0
case,OCT 2021,202142,50-64,all_types,218,1115067,18085,25822499,24074,7668556,19.55039473,70.03582419,313.9313321,16.05754443,4.482439319,,,,,,0
case,OCT 2021,202142,65+,all_types,523,3487084,15410,22491971,13512,3743388.8,14.9982048,68.51333749,360.9563613,24.06663771,5.268410129,,,,,,1
case,OCT 2021,202142,all_ages,all_types,948,5598013,67230,95544168,120479,39157937.8,16.93458018,70.36536233,307.6745272,18.16841776,4.372528145,19.55089316,70.6501504,312.4131255,15.97948098,4.421973962,1
case,OCT 2021,202142,all_ages,Janssen,8,39399,6867,8423595,120479,39157937.8,20.30508389,81.5210133,307.6745272,15.15258587,3.774174471,19.34594529,80.92990294,312.4131255,16.14876507,3.860292848,1
case,OCT 2021,202142,all_ages,Moderna,196,1098742,23184,38480991,120479,39157937.8,17.83858267,60.24792865,307.6745272,17.24770028,5.106806726,20.27468315,60.83145699,312.4131255,15.40902628,5.135716634,1
case,OCT 2021,202142,all_ages,Pfizer,742,4449967,37005,48578491,120479,39157937.8,16.67428096,76.17568854,307.6745272,18.45204168,4.039012094,19.3016396,75.96525502,312.4131255,16.18583354,4.112579171,1
case,OCT 2021,202143,18-49,all_types,396,1333618,36307,47386596,82096,27347799,29.6936604,76.61871302,300.1923482,10.10964442,3.91800301,,,,,,0
case,OCT 2021,202143,50-64,all_types,306,1485970,18837,25597223,23847,7523132,20.59260954,73.59001404,316.9823419,15.39301473,4.307409722,,,,,,0
case,OCT 2021,202143,65+,all_types,703,4405306,15320,21657903,13050,3586298.8,15.9580288,70.73630351,363.8849055,22.80262244,5.144245422,,,,,,1
case,OCT 2021,202143,all_ages,all_types,1405,7224894,70464,94641722,118993,38457229.8,19.44665209,74.45342129,309.4164624,15.91104016,4.15583941,25.51616645,75.00521568,314.4293598,12.32275077,4.192099935,1
case,OCT 2021,202143,all_ages,Janssen,13,43507,7298,8474065,118993,38457229.8,29.88024916,86.12159572,309.4164624,10.35521695,3.592785989,36.3654461,85.7268382,314.4293598,8.646377082,3.667805397,1
case,OCT 2021,202143,all_ages,Moderna,253,1267760,25071,38499626,118993,38457229.8,19.95645864,65.12011312,309.4164624,15.50457765,4.751473049,29.21527714,66.1963033,314.4293598,10.76249793,4.749953458,1
case,OCT 2021,202143,all_ages,Pfizer,1137,5902181,37848,47608058,118993,38457229.8,19.26406527,79.49914697,309.4164624,16.06184666,3.892072736,24.81751729,79.44984173,314.4293598,12.6696541,3.957583212,1
case,NOV 2021,202144,18-49,all_types,611,1698254,43621,47464297,88517,26959798,35.97812813,91.9027622,328.3296114,9.125811388,3.572576096,,,,,,0
case,NOV 2021,202144,50-64,all_types,429,1905265,20254,25310187,24875,7386037,22.51655282,80.0231148,336.7841239,14.95717958,4.208585541,,,,,,0
case,NOV 2021,202144,65+,all_types,854,5310808,14940,20835115,13116,3461067.8,16.08041564,71.70586771,378.9581932,23.56644267,5.284897949,,,,,,1
case,NOV 2021,202144,all_ages,all_types,1894,8914327,78815,93609599,126508,37806902.8,21.24669647,84.1954253,334.6161432,15.74909039,3.974279386,29.87043858,86.06374094,338.6581645,11.3375692,3.934969138,1
case,NOV 2021,202144,all_ages,Janssen,19,71073,8707,8503794,126508,37806902.8,26.73307726,102.3895922,334.6161432,12.51693323,3.268067934,29.17445834,102.2094332,338.6581645,11.60803606,3.31337484,1
case,NOV 2021,202144,all_ages,Moderna,273,1602916,27512,38344119,126508,37806902.8,17.03146016,71.75024676,334.6161432,19.64694395,4.663623587,23.47721807,74.99431257,338.6581645,14.42496992,4.515784637,1
case,NOV 2021,202144,all_ages,Pfizer,1597,7227397,42332,46702875,126508,37806902.8,22.0964754,90.64110079,334.6161432,15.14341709,3.691660188,31.13679006,91.25110474,338.6581645,10.87646363,3.71127742,1
case,NOV 2021,202145,18-49,all_types,766,2341447,47588,47227912,95949,26595039,32.71481268,100.7624474,360.7778127,11.02796511,3.580478858,,,,,,0
case,NOV 2021,202145,50-64,all_types,632,2691698,22916,24659350,27638,7251832,23.47960284,92.93026783,381.1174887,16.23185415,4.101112561,,,,,,0
case,NOV 2021,202145,65+,all_types,1166,7131456,15408,19149268,14169,3348961.4,16.35009737,80.46260567,423.0863933,25.87668952,5.258174151,,,,,,1
case,NOV 2021,202145,all_ages,all_types,2564,12164601,85912,91036530,137756,37195832.4,21.07755117,94.37090803,370.3533195,17.57098425,3.924443742,28.06256502,95.72363939,375.4963478,13.38068518,3.922712824,1
case,NOV 2021,202145,all_ages,Janssen,89,292423,9688,8348660,137756,37195832.4,30.43536247,116.0425745,370.3533195,12.16852008,3.19152967,31.87784196,116.1813139,375.4963478,11.77922735,3.231985723,1
case,NOV 2021,202145,all_ages,Moderna,486,3343070,29933,36832023,137756,37195832.4,14.53753586,81.26895446,370.3533195,25.47565991,4.557131588,19.09288321,83.92890891,375.4963478,19.66682264,4.473981047,1
case,NOV 2021,202145,all_ages,Pfizer,1981,8513049,46083,45799754,137756,37195832.4,23.27015855,100.6184444,370.3533195,15.91537585,3.680769682,30.40330806,100.7009913,375.4963478,12.35050959,3.728824742,1
case,NOV 2021,202146,18-49,all_types,1194,3157810,51221,46787506,101789,26204808,37.8110146,109.4758075,388.4363511,10.27310045,3.548147851,,,,,,0
case,NOV 2021,202146,50-64,all_types,912,3610980,25252,23864302,30669,7101895,25.25630161,105.8149532,431.8424871,17.09840553,4.081110221,,,,,,0
case,NOV 2021,202146,65+,all_types,1574,8893110,15924,17494734,16232,3236265.4,17.69909514,91.02167544,501.5657863,28.33849879,5.510399406,,,,,,1
case,NOV 2021,202146,all_ages,all_types,3680,15661900,92397,88146542,148690,36542968.4,23.49651064,104.822036,406.8908644,17.31707617,3.881730215,31.85007303,105.5940303,416.4683442,13.07589919,3.944051979,1
case,NOV 2021,202146,all_ages,Janssen,181,549256,10396,8167367,148690,36542968.4,32.95366824,127.2870437,406.8908644,12.3473618,3.196640072,36.43598991,126.6552941,416.4683442,11.43013667,3.288203207,1
case,NOV 2021,202146,all_ages,Moderna,900,5351186,31302,35030485,148690,36542968.4,16.8187015,89.35645624,406.8908644,24.1927633,4.553569843,23.88524157,91.22791407,416.4683442,17.43622073,4.565141584,1
case,NOV 2021,202146,all_ages,Pfizer,2595,9741941,50444,44895826,148690,36542968.4,26.63740214,112.3578838,406.8908644,15.27517069,3.621382414,34.81376373,112.0537842,416.4683442,11.96274977,3.716682549,1
case,NOV 2021,202147,18-49,all_types,1433,4088795,46481,46187213,88809,25840783,35.0470004,100.6360786,343.6776664,9.806193469,3.415054233,,,,,,0
case,NOV 2021,202147,50-64,all_types,1022,4520335,22825,23063295,27704,6959875,22.60894381,98.96677816,398.053126,17.60600271,4.022088355,,,,,,0
case,NOV 2021,202147,65+,all_types,1769,10304414,14114,16168811,15266,3166614.55,17.1674003,87.29151451,482.0921447,28.08183745,5.5227836,,,,,,1
case,NOV 2021,202147,all_ages,all_types,4224,18913544,83420,85419319,131779,35967272.55,22.33320207,97.65940653,366.3858576,16.40543333,3.751669917,29.48972013,98.02666606,378.2311092,12.82586296,3.858451219,1
case,NOV 2021,202147,all_ages,Janssen,225,783209,9442,8003433,131779,35967272.55,28.72796406,117.9743742,366.3858576,12.75363116,3.105639339,31.25895534,117.3941956,378.2311092,12.09992801,3.221889355,1
case,NOV 2021,202147,all_ages,Moderna,1157,7167658,27603,33388595,131779,35967272.55,16.1419532,82.67194232,366.3858576,22.69774005,4.431804157,21.39402832,83.96740871,378.2311092,17.67928431,4.504499007,1
case,NOV 2021,202147,all_ages,Pfizer,2833,10940543,46184,43976850,131779,35967272.55,25.89450999,105.0188906,366.3858576,14.1491713,3.488761455,33.60209255,104.6141744,378.2311092,11.25617723,3.615486251,1
case,DEC 2021,202148,18-49,all_types,2545,5220737,70343,45372507,134269,25442609,48.74790667,155.0344132,527.732828,10.82575364,3.40397217,,,,,,0
case,DEC 2021,202148,50-64,all_types,1866,5611721,32446,22082439,39143,6799672.3,33.2518313,146.9312335,575.6600947,17.31213206,3.917887852,,,,,,1
case,DEC 2021,202148,65+,all_types,3108,11630392,18135,14925120,19975,3084131.55,26.72308896,121.5065608,647.6701683,24.23635117,5.330330842,,,,,,1
case,DEC 2021,202148,all_ages,all_types,7519,22462850,120924,82380066,193387,35326412.85,33.4730455,146.7879378,547.428919,16.35432065,3.729386266,41.86699334,147.6885475,557.8374284,13.32403844,3.777120417,1
case,DEC 2021,202148,all_ages,Janssen,490,1020914,13515,7832143,193387,35326412.85,47.99620732,172.5581364,547.428919,11.40567036,3.172431799,53.0003698,171.2415436,557.8374284,10.52516106,3.2576057,1
case,DEC 2021,202148,all_ages,Moderna,2110,9027908,38941,31696253,193387,35326412.85,23.37197056,122.8567932,547.428919,23.42245459,4.455829464,28.90261532,125.7161109,557.8374284,19.30058655,4.437278757,1
case,DEC 2021,202148,all_ages,Pfizer,4903,12389425,68168,42803330,193387,35326412.85,39.57407224,159.2586371,547.428919,13.83301965,3.437357803,48.1862659,158.6698238,557.8374284,11.57668929,3.515712157,1
case,DEC 2021,202149,18-49,all_types,3341,6528019,64548,44341224,121703,25010750,51.17938535,145.571083,486.6027608,9.507788291,3.342715811,,,,,,0
case,DEC 2021,202149,50-64,all_types,2201,6780893,28832,21011372,36693,6642748.3,32.45885166,137.2209297,552.3767926,17.01775523,4.025455838,,,,,,1
case,DEC 2021,202149,65+,all_types,3086,12617180,15157,13999731,19215,3014221.55,24.45871423,108.266366,637.4780248,26.06343158,5.888052296,,,,,,1
case,DEC 2021,202149,all_ages,all_types,8628,25926092,108537,79352327,177611,34667719.85,33.27921539,136.7785976,512.3238585,15.39470966,3.745643454,42.84745627,137.5322406,525.5808185,12.26632487,3.821509897,1
case,DEC 2021,202149,all_ages,Janssen,614,1234183,12036,7675257,177611,34667719.85,49.74951041,156.8155959,512.3238585,10.29806835,3.267046595,54.52755391,155.2033734,525.5808185,9.638811589,3.38640074,1
case,DEC 2021,202149,all_ages,Moderna,2566,10707548,35031,30154783,177611,34667719.85,23.96440343,116.1706254,512.3238585,21.37853588,4.410098136,33.59087107,119.2248879,525.5808185,15.64653734,4.408314637,1
case,DEC 2021,202149,all_ages,Pfizer,5435,13957267,61270,41476391,177611,34667719.85,38.94028824,147.7225924,512.3238585,13.15665296,3.468148307,47.57680141,147.0976033,525.5808185,11.04699776,3.573007356,1
case,DEC 2021,202150,18-49,all_types,14144,7922590,129677,43223426,172036,24601870,178.5274765,300.0155518,699.2801767,3.91693307,2.330813095,,,,,,0
case,DEC 2021,202150,50-64,all_types,5862,7993076,37566,19900055,40197,6509803.65,73.33847445,188.7733476,617.4840619,8.419646939,3.271034125,,,,,,1
case,DEC 2021,202150,65+,all_types,5503,13533367,15873,13144945,19034,2952990.55,40.66246042,120.7536433,644.566912,15.85164561,5.3378672,,,,,,1
case,DEC 2021,202150,all_ages,all_types,25509,29449033,183116,76268426,231267,34064664.2,86.62084083,240.0941118,678.9058558,7.837673351,2.827665579,133.8013289,247.0178668,673.438351,5.033121545,2.726273851,1
case,DEC 2021,202150,all_ages,Janssen,1854,1447510,17704,7517608,231267,34064664.2,128.0820167,235.5004411,678.9058558,5.300555638,2.882822013,156.0096329,234.6956125,673.438351,4.316645957,2.869411762,1
case,DEC 2021,202150,all_ages,Moderna,7620,12393102,57211,28612044,231267,34064664.2,61.48581687,199.954257,678.9058558,11.04166604,3.395305836,105.3546886,216.992698,673.438351,6.392106132,3.103506971,1
case,DEC 2021,202150,all_ages,Pfizer,16009,15579268,107974,40094850,231267,34064664.2,102.7583581,269.2964308,678.9058558,6.606818835,2.521035476,149.5927342,269.6138203,673.438351,4.501811901,2.49778869,1
case,DEC 2021,202151,18-49,all_types,41138,9741434,287105,41708790,312028,24159986,422.2992221,688.3560995,1291.507371,3.058275515,1.87621984,,,,,,0
case,DEC 2021,202151,50-64,all_types,19886,9430006,76165,18573988,62216,6376665.65,210.8800355,410.0627178,975.6823302,4.626717403,2.379349031,,,,,,1
case,DEC 2021,202151,65+,all_types,15704,14519928,25459,12223701,26665,2897084.55,108.1548063,208.2757096,920.4080702,8.510098644,4.419181055,,,,,,1
case,DEC 2021,202151,all_ages,all_types,76728,33691368,388729,72506479,400909,33433736.2,227.7378586,536.1300195,1199.115162,5.265330805,2.23661261,326.0958328,550.3880227,1164.512456,3.571074325,2.115802685,1
case,DEC 2021,202151,all_ages,Janssen,5236,1704560,32100,7320204,400909,33433736.2,307.1760454,438.5123693,1199.115162,3.903674065,2.734507042,354.7761683,435.5228526,1164.512456,3.282386362,2.673826297,1
case,DEC 2021,202151,all_ages,Moderna,24010,14335292,122952,26825930,400909,33433736.2,167.4887404,458.3326654,1199.115162,7.159377755,2.616255075,264.5438744,499.1002382,1164.512456,4.401963412,2.333223603,1
case,DEC 2021,202151,all_ages,Pfizer,47426,17619752,233377,38318987,400909,33433736.2,269.1638339,609.0374988,1199.115162,4.454963896,1.968869182,364.8517172,606.6218875,1164.512456,3.191741744,1.919667721,1
case,DEC 2021,202152,12-17,all_types,355,151635,67929,7537425,77539,6166898,234.1148152,901.2228977,1257.342022,5.370621338,1.395150994,,,,,,0
case,DEC 2021,202152,18-49,all_types,97275,11480150,586630,40240697,659096,23777638,847.3321342,1457.802781,2771.91536,3.271344551,1.901433717,,,,,,0
case,DEC 2021,202152,50-64,all_types,60734,10648748,185922,17450554,148463,6263640.65,570.3393488,1065.421763,2370.234953,4.155832765,2.224691701,,,,,,1
case,DEC 2021,202152,65+,all_types,54764,15298171,66706,11497987,62814,2854974.55,357.977434,580.153726,2200.159718,6.146084944,3.792373674,,,,,,1
case,DEC 2021,202152,all_ages,all_types,213128,37578704,907187,76726663,947912,39063151.2,567.1510119,1182.362121,2426.614267,4.278603433,2.052344391,658.8419522,1195.050772,2454.692833,3.725768866,2.054048991,1
case,DEC 2021,202152,all_ages,Janssen,13369,1935927,65623,7145974,947912,39063151.2,690.5735599,918.3212813,2426.614267,3.513911345,2.642445858,684.3691713,867.1794513,2454.692833,3.586796332,2.830663053,1
case,DEC 2021,202152,all_ages,Moderna,71405,15963639,281057,25355011,947912,39063151.2,447.2977621,1108.486997,2426.614267,5.425053448,2.189122898,556.4311104,1130.630466,2454.692833,4.41149459,2.171083221,1
case,DEC 2021,202152,all_ages,Pfizer,128248,19645264,559982,44184242,947912,39063151.2,652.8189186,1267.379443,2426.614267,3.717132267,1.914670686,722.9241701,1285.88443,2454.692833,3.395505275,1.908952917,1
case,JAN 2022,202201,12-17,all_types,1859,303859,135670,7439099,146270,6082017,611.796919,1823.742364,2404.95875,3.930975582,1.318694349,,,,,,0
case,JAN 2022,202201,18-49,all_types,174788,13221103,748313,38740560,853748,23385933,1322.037957,1931.600885,3650.690353,2.761411148,1.889981714,,,,,,0
case,JAN 2022,202201,50-64,all_types,99925,11739772,235121,16441956,206063,6157278.65,851.1664451,1430.00626,3346.65705,3.931847958,2.340309371,,,,,,1
case,JAN 2022,202201,65+,all_types,82349,15958460,87700,10883238,91469,2812075.55,516.0209694,805.8263543,3252.721997,6.303468638,4.036504863,,,,,,1
case,JAN 2022,202201,all_ages,all_types,358921,41223194,1206804,73504853,1297550,38437304.2,870.6773182,1641.8018,3375.757033,3.877162024,2.05612945,1040.050915,1657.801241,3405.578451,3.274434359,2.05427428,1
case,JAN 2022,202201,all_ages,Janssen,23212,2170083,85987,6948404,1297550,38437304.2,1069.636507,1237.507203,3375.757033,3.155985245,2.727868593,1063.968369,1173.539903,3405.578451,3.20082678,2.901970732,1
case,JAN 2022,202201,all_ages,Moderna,123711,17443702,366792,24003335,1297550,38437304.2,709.2015216,1528.087659,3375.757033,4.759940484,2.209138339,902.5505563,1574.250634,3405.578451,3.773282756,2.163301304,1
case,JAN 2022,202201,all_ages,Pfizer,211846,21573439,753264,42513720,1297550,38437304.2,981.9760308,1771.813899,3375.757033,3.437718363,1.905254855,1119.012845,1751.905062,3405.578451,3.043377441,1.943928655,1
case,JAN 2022,202202,12-17,all_types,2511,449344,127567,7346765,153918,5996313,558.8146275,1736.369681,2566.877346,4.593432633,1.478301179,,,,,,0
case,JAN 2022,202202,18-49,all_types,151887,14588815,539247,37594703,663523,22974813,1041.119515,1434.369624,2888.045269,2.773980535,2.013459586,,,,,,1
